pixel_index,sample_n,x,y,x_nearest_sample,y_nearest_sample,line_index
58,2250,0.6,-0.29243353783230813,0.6,-0.292433537832311,3
59,2280,0.6,-0.4151329243353758,0.6,-0.415132924335378,3
60,2310,0.6,-0.5378323108384433,0.6,-0.537832310838446,3
61,2340,0.6,-0.6605316973415116,0.6,-0.660531697341513,3
62,2370,0.6,-0.7832310838445798,0.6,-0.783231083844581,3
63,2400,0.6,-0.905930470347648,0.6,-0.905930470347648,3
64,2444,0.466666666666667,-0.905930470347648,0.466666666666667,-0.905930470347648,4
65,2474,0.466666666666667,-0.7832310838445811,0.466666666666667,-0.783231083844581,4
66,2504,0.466666666666667,-0.6605316973415142,0.466666666666667,-0.660531697341513,4
67,2534,0.466666666666667,-0.5378323108384473,0.466666666666667,-0.537832310838446,4
68,2564,0.466666666666667,-0.41513292433538035,0.466666666666667,-0.415132924335378,4
69,2594,0.466666666666667,-0.2924335378323128,0.466666666666667,-0.292433537832311,4
70,2624,0.466666666666667,-0.16973415132924577,0.466666666666667,-0.169734151329243,4
71,2654,0.466666666666667,-0.047034764826178896,0.466666666666667,-0.0470347648261759,4
72,2684,0.466666666666667,0.07566462167688892,0.466666666666667,0.0756646216768917,4
73,2714,0.466666666666667,0.19836400817995678,0.466666666666667,0.198364008179959,4
74,2744,0.466666666666667,0.3210633946830246,0.466666666666667,0.321063394683027,4
75,2774,0.466666666666667,0.4437627811860918,0.466666666666667,0.443762781186094,4
76,2804,0.466666666666667,0.5664621676891599,0.466666666666667,0.566462167689161,4
77,2834,0.466666666666667,0.6891615541922279,0.466666666666667,0.689161554192229,4
78,2864,0.466666666666667,0.8118609406952964,0.466666666666667,0.811860940695297,4
79,2894,0.466666666666667,0.934560327198364,0.466666666666667,0.934560327198364,4
80,2938,0.333333333333333,0.934560327198364,0.333333333333333,0.934560327198364,5
81,2968,0.333333333333333,0.811860940695297,0.333333333333333,0.811860940695297,5
82,2998,0.333333333333333,0.68916155419223,0.333333333333333,0.689161554192229,5
83,3028,0.333333333333333,0.566462167689163,0.333333333333333,0.566462167689161,5
84,3058,0.333333333333333,0.4437627811860961,0.333333333333333,0.443762781186094,5
85,3088,0.333333333333333,0.3210633946830287,0.333333333333333,0.321063394683027,5
86,3118,0.333333333333333,0.19836400817996122,0.333333333333333,0.198364008179959,5
87,3148,0.333333333333333,0.0756646216768947,0.333333333333333,0.0756646216768917,5
88,3178,0.333333333333333,-0.04703476482617312,0.333333333333333,-0.0470347648261759,5
89,3208,0.333333333333333,-0.16973415132924055,0.333333333333333,-0.169734151329243,5
90,3238,0.333333333333333,-0.29243353783230813,0.333333333333333,-0.292433537832311,5
91,3268,0.333333333333333,-0.4151329243353758,0.333333333333333,-0.415132924335378,5
92,3298,0.333333333333333,-0.5378323108384433,0.333333333333333,-0.537832310838446,5
93,3328,0.333333333333333,-0.6605316973415116,0.333333333333333,-0.660531697341513,5
94,3358,0.333333333333333,-0.7832310838445798,0.333333333333333,-0.783231083844581,5
95,3388,0.333333333333333,-0.905930470347648,0.333333333333333,-0.905930470347648,5
96,3432,0.2,-0.905930470347648,0.2,-0.905930470347648,6
97,3462,0.2,-0.7832310838445811,0.2,-0.783231083844581,6
98,3492,0.2,-0.6605316973415142,0.2,-0.660531697341513,6
99,3522,0.2,-0.5378323108384473,0.2,-0.537832310838446,6
100,3552,0.2,-0.41513292433538035,0.2,-0.415132924335378,6
101,3582,0.2,-0.2924335378323128,0.2,-0.292433537832311,6
102,3612,0.2,-0.16973415132924577,0.2,-0.169734151329243,6
